xcoord,ycoord,zcoord,atom_num,mat_org,matnum_org,surf_flag,num_neighbor,nb_vector_x,nb_vector_y,nb_vector_z,nb_vector_sum,polar_delta
-4.594915925194,-0.938341692401818,-18.124977486108946,1,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,-18.124652500005823,2,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,-16.500046986095015,3,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,-16.49972199999189,4,O,12,internal,,,,,,
-4.594915925194,-0.938341692401818,-14.875116486100834,5,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,-14.874791499997713,6,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,-13.250185986106654,7,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,-13.24986100000353,8,O,12,internal,,,,,,
-4.594915925194,-0.938341692401818,-11.625255486092726,9,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,-11.624930500009352,10,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,-10.000324986098546,11,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,-9.999999999995422,12,O,12,internal,,,,,,
-2.6033105,-0.938341692401818,-18.124977486108946,13,Zn,12,internal,,,,,,
-5.206621,-2.8144621847685,-18.124652500005823,14,Zn,12,internal,,,,,,
-2.6033105,-3.752803877170318,-16.500046986095015,15,Zn,12,internal,,,,,,
-5.206621,-5.628924369537,-16.49972199999189,16,Zn,12,internal,,,,,,
-2.6033105,-0.938341692401818,-14.875116486100834,17,Zn,12,internal,,,,,,
-5.206621,-2.8144621847685,-14.874791499997713,18,Zn,12,internal,,,,,,
-2.6033105,-3.752803877170318,-13.250185986106654,19,Zn,12,internal,,,,,,
-5.206621,-5.628924369537,-13.24986100000353,20,Zn,12,internal,,,,,,
-2.6033105,-0.938341692401818,-11.625255486092726,21,Zn,12,internal,,,,,,
-5.206621,-2.8144621847685,-11.624930500009352,22,Zn,12,internal,,,,,,
-2.6033105,-3.752803877170318,-10.000324986098546,23,Zn,12,internal,,,,,,
-5.206621,-5.628924369537,-9.999999999995422,24,Zn,12,internal,,,,,,
-4.594915925194,-0.938341692401818,1.6246055138910567,1,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,1.62493049999418,2,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,3.249536013904986,3,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,3.249861000008109,4,O,12,internal,,,,,,
-4.594915925194,-0.938341692401818,4.874466513899167,5,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,4.8747915000022894,6,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,6.499397013893346,7,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,6.49972199999647,8,O,12,internal,,,,,,
-4.594915925194,-0.938341692401818,8.124327513907275,9,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,8.124652499990649,10,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,9.749258013901455,11,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,9.749583000004579,12,O,12,internal,,,,,,
-2.6033105,-0.938341692401818,1.6246055138910567,13,Zn,12,internal,,,,,,
-5.206621,-2.8144621847685,1.62493049999418,14,Zn,12,internal,,,,,,
-2.6033105,-3.752803877170318,3.249536013904986,15,Zn,12,internal,,,,,,
-5.206621,-5.628924369537,3.249861000008109,16,Zn,12,internal,,,,,,
-2.6033105,-0.938341692401818,4.874466513899167,17,Zn,12,internal,,,,,,
-5.206621,-2.8144621847685,4.8747915000022894,18,Zn,12,internal,,,,,,
-2.6033105,-3.752803877170318,6.499397013893346,19,Zn,12,internal,,,,,,
-5.206621,-5.628924369537,6.49972199999647,20,Zn,12,internal,,,,,,
-2.6033105,-0.938341692401818,8.124327513907275,21,Zn,12,internal,,,,,,
-5.206621,-2.8144621847685,8.124652499990649,22,Zn,12,internal,,,,,,
-2.6033105,-3.752803877170318,9.749258013901455,23,Zn,12,internal,,,,,,
-5.206621,-5.628924369537,9.749583000004579,24,Zn,12,internal,,,,,,
-4.594915925194,-0.938341692401818,21.374188513891056,1,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,21.37451349999418,2,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,22.999119013904988,3,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,22.99944400000811,4,O,12,internal,,,,,,
-4.594915925194,-0.938341692401818,24.624049513899166,5,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,24.62437450000229,6,O,12,internal,,,,,,
-4.594915925194,-3.752803877170318,26.24898001389335,7,O,12,internal,,,,,,
-1.9916054251940003,-5.628924369537,26.249304999996472,8,O,12,internal,,,,,,
-4.594915925194,-0.938341692401818,27.873910513907276,9,O,12,internal,,,,,,
-1.9916054251940003,-2.8144621847685,27.87423549999065,10,O,12,internal,,,,,,
